Name,Nationality,Age,Height(cm),Weight(kg),Overall,Potential,Club,Preferred Foot,W/F,Best Position,Value(Thousand$),IR
Allison Sireo,Brazil,20,194,85,70,70,Coritiba,Right,1,CB,1000.0,1
C. Martins,Luxembourg,23,187,80,70,81,BSC Young Boys,Right,1,CDM,3000.0,1
J. Kuchta,Czech Republic,23,184,80,70,78,SK Slavia Praha,Right,1,ST,3000.0,1
M. Heyer,Germany,25,184,76,70,75,Hamburger SV,Right,1,CB,2000.0,1
C. Guzmán,Mexico,26,176,72,70,73,Club Necaxa,Right,1,RB,1000.0,1
André Martins,Portugal,30,169,61,70,70,Legia Warszawa,Right,1,CAM,1000.0,1
F. Pereyra,Argentina,30,186,82,70,70,Arsenal de Sarandí,Right,1,CB,1000.0,1
P. Šteinbors,Latvia,34,188,81,70,70,Jagiellonia Białystok,Right,1,GK,275.0,1
K. Çörekçi,Turkey,28,173,74,70,70,Trabzonspor,Right,1,RB,1000.0,1
J. Murphy,England,25,173,67,70,73,Cardiff City,Right,1,RM,2000.0,1
T. Kunimoto,Japan,22,174,70,70,77,Jeonbuk Hyundai Motors,Left,1,CAM,3000.0,1
F. Ceccherini,Italy,28,187,75,70,72,Hellas Verona,Right,1,CB,1000.0,1
M. Paniagua,Paraguay,33,180,80,70,70,Cusco FC,Right,1,CDM,800.0,1
Aridai,Spain,31,172,64,70,70,UD Las Palmas,Right,1,RW,1000.0,1
M. Andersen,Denmark,21,176,72,70,82,FC Nordsjælland,Right,1,CM,3000.0,1
S. Nurković,Serbia,28,187,80,70,70,Kaizer Chiefs,Right,1,ST,1000.0,1
Unai García,Spain,27,186,81,70,72,CA Osasuna,Left,1,CB,1000.0,1
A. Harroui,Netherlands,22,182,76,70,76,Sparta Rotterdam,Right,1,RM,2000.0,1
A. Clayton,England,31,175,75,70,70,Birmingham City,Right,1,CDM,1000.0,1
P. Filipović,Croatia,29,188,81,70,70,LASK Linz,Left,1,CB,1000.0,1
Cifu,Spain,29,174,66,70,70,Elche CF,Right,1,RB,1000.0,1
O. Richards,England,21,171,69,70,78,Reading,Left,1,LB,3000.0,1
H. Nielsen,Norway,26,187,82,70,71,SpVgg Greuther Fürth,Right,1,ST,1000.0,1
J. Lefort,France,26,184,84,70,73,BSC Young Boys,Left,1,CB,1000.0,1
Miranda,Spain,20,185,79,70,81,Real Betis,Left,1,LB,3000.0,1
C. Lenz,Germany,25,180,81,70,73,1. FC Union Berlin,Left,1,LWB,1000.0,1
G. Castellani,Argentina,32,183,75,70,70,Unión La Calera,Right,1,CAM,1000.0,1
T. Pledl,Germany,26,174,72,70,71,Fortuna Düsseldorf,Right,1,RM,1000.0,1
Y. Méïté,Ivory Coast,24,185,82,70,74,Reading,Left,1,ST,2000.0,1
N. Byrne,England,28,172,70,70,70,Derby County,Right,1,RB,1000.0,1
Ygor Nogueira,Brazil,25,187,82,70,72,Gil Vicente FC,Right,1,CB,1000.0,1
G. Esparza,Argentina,27,168,69,70,70,Sol de América,Left,1,LM,1000.0,1
R. Boffin,Belgium,32,196,86,70,70,Antalyaspor,Right,1,GK,800.0,1
P. Mortensen,Denmark,30,190,78,70,70,Aarhus GF,Right,1,ST,1000.0,1
R. Ramírez,Paraguay,30,171,70,70,70,River Plate Asunción,Right,1,ST,1000.0,1
S. Carson,England,34,190,86,70,70,Manchester City,Right,2,GK,275.0,2
H. Mier,Mexico,30,182,74,70,70,Guadalajara,Right,1,CB,1000.0,1
L. Cardozo,Paraguay,31,180,75,70,70,Club Libertad,Right,1,CB,1000.0,1
J. Ruddy,England,33,193,97,70,70,Wolverhampton Wanderers,Right,2,GK,525.0,2
P. Anton,Romania,29,182,82,70,70,Dinamo Bucureşti,Right,1,CDM,1000.0,1
F. Hartherz,Germany,27,187,83,70,71,Fortuna Düsseldorf,Left,1,LB,1000.0,1
E. Mulder,Netherlands,31,193,88,70,70,SC Heerenveen,Right,1,GK,850.0,1
K. Bonifazi,Italy,24,187,85,70,78,Udinese,Right,1,CB,3000.0,1
Caro,Spain,26,194,88,70,74,SD Ponferradina,Right,1,GK,1000.0,1
M. Paes,Netherlands,22,191,82,70,80,FC Utrecht,Right,1,GK,3000.0,1
M. Friedl,Austria,22,187,82,70,76,SV Werder Bremen,Left,1,CB,2000.0,1
D. Lazar,Romania,28,184,82,70,72,Astra Giurgiu,Right,1,GK,1000.0,1
G. Vural,Turkey,32,177,65,70,70,Gazişehir Gaziantep F.K.,Left,1,LM,1000.0,1
R. Gabrielsen,Norway,28,187,86,70,72,Toulouse Football Club,Right,1,CB,1000.0,1
M. Pérez,Colombia,29,182,76,70,70,Al Raed,Right,1,ST,1000.0,1
J. Rodríguez,Argentina,24,179,80,70,75,Club Atlético Banfield,Right,1,CM,2000.0,1
W. Faes,Belgium,22,187,82,70,78,Stade de Reims,Right,1,CB,3000.0,1
M. Hybš,Czech Republic,27,180,67,70,70,Viktoria Plzeň,Left,1,LB,1000.0,1
M. Barrow,Gambia,27,176,63,70,70,Jeonbuk Hyundai Motors,Left,1,LM,1000.0,1
L. Siligardi,Italy,32,180,72,70,70,Crotone,Left,1,RW,1000.0,1
E. Velasco,Colombia,28,179,78,70,70,América de Cali,Left,1,LB,1000.0,1
L. Đorđević,Montenegro,25,185,74,70,73,Lokomotiv Moscow,Right,1,ST,2000.0,1
Ale Díez,Spain,24,173,64,70,76,UD Las Palmas,Right,1,RWB,2000.0,1
G. Mera,Colombia,30,187,87,70,70,Junior FC,Left,1,CB,1000.0,1
D. Leudo,Colombia,30,178,70,70,70,Deportivo Binacional,Right,1,CDM,1000.0,1
A. Di Gaudio,Italy,30,169,63,70,70,Hellas Verona,Right,1,LW,1000.0,1
E. Sorokin,Russia,24,189,81,70,76,No Club,Left,1,CB,0.0,1
Lourival Dinisco,Brazil,20,188,85,70,70,Fortaleza,Right,1,CB,1000.0,1
Jon Bautista,Spain,24,180,72,70,75,Real Sociedad,Right,1,ST,2000.0,1
Jairo Farnias,Brazil,20,179,76,70,70,Internacional,Left,1,GK,1000.0,1
E. Burgos,Argentina,28,190,80,70,72,SD Eibar,Right,1,CB,1000.0,1
Y. Salmier,France,27,188,85,70,73,ESTAC Troyes,Right,1,CB,1000.0,1
I. Panțîru,Romania,24,179,74,70,76,FCSB (Steaua),Left,1,LB,2000.0,1
T. Pachonik,Germany,25,185,87,70,75,VVV-Venlo,Right,1,RWB,2000.0,1
Josan,Spain,30,175,68,70,70,Elche CF,Right,1,RM,1000.0,1
C. Paterson,Scotland,25,187,76,70,74,Sheffield Wednesday,Right,1,CB,2000.0,1
J. Sims,England,23,175,67,70,78,Southampton,Left,1,LM,3000.0,1
E. Goldaniga,Italy,26,193,82,70,71,Genoa,Right,1,CB,1000.0,1
B. Watson,England,34,181,80,70,70,Charlton Athletic,Right,2,CDM,550.0,2
R. Strieder,Germany,27,174,68,70,71,PEC Zwolle,Right,1,CDM,1000.0,1
Adrizinho Bastos,Brazil,32,185,79,70,70,Vasco da Gama,Right,1,GK,800.0,1
A. Gorgon,Austria,31,185,76,70,70,Pogoń Szczecin,Right,1,LM,1000.0,1
B. Whiteman,England,24,185,68,70,76,Doncaster Rovers,Right,1,CM,2000.0,1
M. de los Santos,Uruguay,27,184,83,70,72,Millonarios FC,Right,1,CB,1000.0,1
Leôncio Lobeiro,Brazil,20,179,73,70,70,Flamengo,Right,1,RW,1000.0,1
Marco Sangalli,Spain,28,179,66,70,70,Real Oviedo,Right,1,RM,1000.0,1
D. Sorescu,Romania,22,176,72,70,78,Dinamo Bucureşti,Right,1,RM,3000.0,1
R. Procházka,Slovakia,31,184,76,70,70,Górnik Zabrze,Right,1,CDM,1000.0,1
M. Coda,Italy,31,184,72,70,70,Lecce,Right,1,ST,1000.0,1
Raúl Fernández,Spain,32,195,92,70,70,UD Las Palmas,Right,1,GK,800.0,1
A. Seculin,Italy,29,190,78,70,71,Chievo Verona,Right,1,GK,1000.0,1
O. Hüsing,Germany,27,193,92,70,72,1. FC Heidenheim 1846,Right,1,CB,1000.0,1
F. Selemani,Comoros,26,182,65,70,71,KV Kortrijk,Right,1,RM,1000.0,1
R. Matsuda,Japan,28,171,69,70,70,Cerezo Osaka,Right,1,RB,1000.0,1
T. Chorý,Czech Republic,25,200,101,70,73,SV Zulte-Waregem,Right,1,ST,2000.0,1
S. McDermott,Republic of Ireland,27,185,83,70,74,Kristiansund BK,Right,1,GK,1000.0,1
I. Sylla,Guinea,26,180,75,70,71,Racing Club de Lens,Left,1,LB,1000.0,1
L. Paganini,Italy,27,182,70,70,70,Lecce,Right,1,RM,1000.0,1
C. Rolón,Paraguay,28,185,78,70,71,Olimpia Asunción,Right,1,CB,1000.0,1
Y. Suzuki,Japan,24,182,75,70,75,Sint-Truidense VV,Right,1,ST,2000.0,1
Ramón Folch,Spain,30,182,78,70,70,CD Tenerife,Right,1,CDM,1000.0,1
P. Klement,Germany,27,175,72,70,70,VfB Stuttgart,Left,1,CAM,1000.0,1
M. Ritzmaier,Austria,27,180,74,70,71,SK Rapid Wien,Left,1,CAM,1000.0,1
C. Soukou,Benin,27,186,82,70,70,DSC Arminia Bielefeld,Right,1,RW,1000.0,1
H. Türkmen,Turkey,22,183,78,70,73,Trabzonspor,Right,1,CB,2000.0,1
M. Hany,Egypt,24,175,72,70,75,No Club,Right,1,RB,0.0,1
Renatao Baumer,Brazil,24,178,76,70,70,Goiás,Left,1,LB,1000.0,1
M. Lustig,Sweden,33,189,78,70,70,AIK,Right,2,RB,825.0,2
E. Sancero,Ecuador,34,174,71,70,70,No Club,Left,1,LM,0.0,1
Jozabed,Spain,29,180,65,70,70,Málaga CF,Right,1,CAM,1000.0,1
L. Görtler,Germany,26,186,80,70,73,FC St. Gallen,Right,1,CM,2000.0,1
R. Niyaz,Turkey,25,165,60,70,75,Denizlispor,Left,1,CAM,2000.0,1
E. Dasa,Israel,27,169,62,70,71,Vitesse,Right,1,RB,1000.0,1
J. Acosta,Argentina,29,177,75,70,70,Liverpool Fútbol Club,Right,1,LM,1000.0,1
B. Touré,Mali,28,183,73,70,71,AJ Auxerre,Right,1,CDM,1000.0,1
J. Makengo,France,22,177,75,70,78,Udinese,Left,1,CM,3000.0,1
E. Bekdemir,Turkey,28,171,66,70,70,Çaykur Rizespor,Right,1,LM,1000.0,1
M. Frey,Switzerland,25,189,86,70,73,Waasland-Beveren,Right,1,ST,2000.0,1
R. Radunović,Montenegro,28,182,75,70,70,Astra Giurgiu,Left,1,LB,1000.0,1
B. Srarfi,Tunisia,23,176,71,70,75,SV Zulte-Waregem,Left,1,CAM,2000.0,1
D. Khocholava,Georgia,27,192,92,70,73,Shakhtar Donetsk,Right,1,CB,1000.0,1
P. Riese,Germany,30,175,68,70,70,FC Erzgebirge Aue,Left,1,CDM,1000.0,1
A. Sagal,Chile,27,178,78,70,70,Denizlispor,Left,1,LM,1000.0,1
T. Lees,England,29,185,75,70,71,Sheffield Wednesday,Right,1,CB,1000.0,1
Alvaro Rey,Spain,30,183,78,70,70,Club Bolívar,Right,1,RW,1000.0,1
M. Ishak,Sweden,27,184,80,70,71,Lech Poznań,Right,1,ST,1000.0,1
Claytisco Branco,Brazil,24,184,72,70,70,Santos,Right,1,RB,1000.0,1
Tiago Pombeira,Brazil,20,173,65,70,70,Atlético Mineiro,Left,1,CAM,1000.0,1
Rúben Micael,Portugal,33,176,70,70,70,CD Nacional,Right,2,CAM,975.0,2
J. Steer,England,27,188,80,70,72,Aston Villa,Left,1,GK,1000.0,1
R. Espinoza,Honduras,33,178,82,70,70,Sporting Kansas City,Left,1,CDM,975.0,1
Nilton Varela,Portugal,19,182,76,70,82,Os Belenenses,Left,1,LWB,3000.0,1
V. Gheorghe,Romania,23,175,64,70,78,Astra Giurgiu,Left,1,LM,3000.0,1
Ernesto,Spain,25,173,70,70,71,AD Alcorcón,Left,1,RM,1000.0,1
C. Brunner,Switzerland,26,180,75,70,72,DSC Arminia Bielefeld,Right,1,RWB,1000.0,1
E. Demirović,Bosnia Herzegovina,22,185,80,70,81,SC Freiburg,Right,1,ST,3000.0,1
M. Besler,United States,33,183,77,70,70,Sporting Kansas City,Left,1,CB,750.0,1
Jordi Amat,Spain,28,184,83,70,71,KAS Eupen,Right,2,CB,1000.0,2
L. Moore,England,27,185,86,70,72,Reading,Right,1,CB,1000.0,1
F. Farnolle,Benin,35,196,104,70,70,BB Erzurumspor,Right,1,GK,180.0,1
S. Al Ghannam,Saudi Arabia,26,173,67,70,73,Al Nassr,Right,1,RWB,1000.0,1
J. Herrera,Argentina,28,175,75,70,70,San Lorenzo de Almagro,Left,1,ST,1000.0,1
S. Koroki,Japan,33,175,72,70,70,Urawa Red Diamonds,Right,1,ST,1000.0,1
J. Correa,Argentina,27,170,65,70,70,Clube Sport Marítimo,Left,1,LM,1000.0,1
Natinho Mestres,Brazil,28,170,70,70,70,Palmeiras,Right,1,RM,1000.0,1
Alberto Benito,Spain,28,176,68,70,70,Albacete BP,Right,1,RB,1000.0,1
H. Mendyl,Morocco,22,179,73,70,76,FC Schalke 04,Left,1,LB,2000.0,1
J. Paintsil,Ghana,22,167,68,70,77,MKE Ankaragücü,Right,1,CAM,3000.0,1
Igor de Camargo,Belgium,37,187,85,70,70,KV Mechelen,Right,2,ST,550.0,2
A. Davies,Wales,27,185,80,70,73,Stoke City,Right,1,GK,1000.0,1
H. Yamaguchi,Japan,29,173,72,70,70,Vissel Kobe,Right,1,CM,1000.0,1
Thiago Santos,Brazil,30,181,76,70,70,FC Dallas,Right,1,CB,1000.0,1
O. Ustari,Argentina,33,184,82,70,70,Pachuca,Right,1,GK,525.0,1
J. Karlström,Sweden,25,182,81,70,76,Djurgårdens IF,Right,1,CDM,2000.0,1
V. Forren,Norway,32,188,86,70,70,SK Brann,Left,1,CB,1000.0,1
A. Šemper,Croatia,22,194,89,70,78,Chievo Verona,Right,1,GK,3000.0,1
Jaimosa Cavaco,Brazil,20,168,60,70,70,Goiás,Right,1,RB,1000.0,1
D. Fry,England,22,191,72,70,81,Middlesbrough,Right,1,CB,3000.0,1
Han Kook Young,Korea Republic,30,183,73,70,70,Gangwon FC,Right,1,CDM,1000.0,1
J. Fernández,Argentina,25,180,72,70,76,Newell's Old Boys,Right,1,CDM,2000.0,1
F. Romagna,Italy,23,186,75,70,80,Sassuolo,Right,1,CB,3000.0,1
J. Huth,Germany,26,185,80,70,74,SC Paderborn 07,Right,1,GK,1000.0,1
J. Harper,Scotland,24,186,78,70,75,FC Cartagena,Left,1,ST,2000.0,1
M. Bešić,Bosnia Herzegovina,27,180,80,70,70,Everton,Right,2,CDM,1000.0,2
K. Coulibaly,Mali,28,197,87,70,70,FC Nantes,Right,1,ST,1000.0,1
I. Sissoko,France,24,190,89,70,76,Chamois Niortais Football Club,Right,1,ST,2000.0,1
S. Abdullahi,Nigeria,23,185,86,70,76,Eintracht Braunschweig,Right,1,ST,2000.0,1
A. Beck,Germany,33,180,79,70,70,KAS Eupen,Right,2,RWB,825.0,2
A. Kara,Turkey,27,186,84,70,71,Kasimpaşa SK,Right,1,CM,1000.0,1
P. Wszołek,Poland,28,186,77,70,70,Legia Warszawa,Right,1,RM,1000.0,1
T. Pettersson,Sweden,30,190,83,70,70,FC Cincinnati,Left,1,CB,1000.0,1
L. Baker,England,25,182,72,70,75,Trabzonspor,Right,1,CM,2000.0,1
R. Hollingshead,United States,29,185,82,70,70,FC Dallas,Right,1,LB,1000.0,1
G. Cameron,United States,34,191,84,70,70,Queens Park Rangers,Right,2,CB,550.0,2
R. Yabo,Germany,28,177,70,70,70,DSC Arminia Bielefeld,Right,1,CAM,1000.0,1
A. Najar,Honduras,27,170,69,70,71,Los Angeles FC,Right,2,RB,1000.0,2
S. Gonda,Japan,31,187,83,70,70,Portimonense SC,Right,1,GK,850.0,1
S. Grahovac,Bosnia Herzegovina,27,182,75,70,71,SK Rapid Wien,Right,1,CDM,1000.0,1
N. Breitenbruch,Argentina,24,178,76,70,73,Defensa y Justicia,Right,1,CB,2000.0,1
Carvamelinho,Brazil,24,178,75,70,70,Grêmio,Right,1,RB,1000.0,1
Borja Lasso,Spain,26,177,70,70,73,CD Tenerife,Right,1,CAM,2000.0,1
A. Tello,Colombia,23,181,80,70,77,Benevento,Right,1,RM,3000.0,1
N. Haas,Switzerland,24,181,74,70,73,Empoli,Right,1,CM,2000.0,1
Fabrício,Brazil,30,183,78,70,70,Portimonense SC,Right,1,ST,1000.0,1
B. Afobe,DR Congo,27,183,78,70,71,Trabzonspor,Right,1,ST,1000.0,1
Y. Kashiwa,Japan,32,168,62,70,70,Sanfrecce Hiroshima,Right,1,LM,1000.0,1
G. Bussmann,France,29,184,75,70,70,FC Erzgebirge Aue,Left,1,LB,1000.0,1
Lee Seung Gi,Korea Republic,32,177,67,70,70,Jeonbuk Hyundai Motors,Right,1,CAM,1000.0,1
C. Forsyth,Scotland,31,189,83,70,70,Derby County,Left,1,LB,1000.0,1
B. Uphoff,Germany,26,191,83,70,74,SC Freiburg,Right,1,GK,1000.0,1
A. Rojas,Argentina,34,176,71,70,70,Central Córdoba,Left,1,CM,725.0,1
C. Lendezo,Ecuador,26,170,69,70,70,No Club,Right,1,RW,0.0,1
A. Callens,Peru,28,186,76,70,72,New York City FC,Left,1,CB,1000.0,1
A. Bernabei,Argentina,19,169,65,70,83,Club Atlético Lanús,Left,1,LWB,3000.0,1
Ignasi Miquel,Spain,27,188,82,70,71,CD Leganés,Left,1,CB,1000.0,1
F. Pick,Germany,24,176,72,70,73,1. FC Heidenheim 1846,Right,1,RM,2000.0,1
Kim Kwang Suk,Korea Republic,37,183,73,70,70,Pohang Steelers,Right,1,CB,275.0,1
G. Beltrán,Paraguay,36,183,86,70,70,Nacional Asunción,Right,1,ST,550.0,1
M. Rojas,New Zealand,28,168,64,70,70,Melbourne Victory,Right,1,RM,1000.0,1
B. Riascos,Colombia,25,183,80,70,72,CD Nacional,Right,1,RM,2000.0,1
S. Babić,Bosnia Herzegovina,24,195,86,70,79,Famalicão,Left,1,CB,3000.0,1
L. Fuentes,Mexico,33,172,64,70,70,Club América,Left,1,LB,825.0,1
Yun Young Sun,Korea Republic,31,185,78,70,70,FC Seoul,Right,1,CB,1000.0,1
P. Iliev,Bulgaria,28,180,69,70,73,No Club,Right,1,GK,0.0,1
R. Farfán,Chile,28,176,69,70,70,Coquimbo Unido,Right,1,RW,1000.0,1
Tang Miao,China PR,29,177,74,70,70,Guangzhou R&F FC,Right,1,RB,1000.0,1
Iñigo Vicente,Spain,22,178,68,70,78,Athletic Club de Bilbao,Right,1,CAM,3000.0,1
M. Vrousai,Greece,21,183,78,70,77,Olympiacos CFP,Right,1,CAM,3000.0,1
M. Kamiński,Poland,28,192,84,70,71,VfB Stuttgart,Left,1,CB,1000.0,1
D. Hancko,Slovakia,22,188,80,70,81,Sparta Praha,Left,1,CB,3000.0,1
B. Castillo,Ecuador,21,170,57,70,76,Barcelona Sporting Club,Right,1,RB,2000.0,1
P. Gallagher,Scotland,35,184,76,70,70,Preston North End,Right,1,CM,650.0,1
J. Djourou,Switzerland,33,192,89,70,70,FC Nordsjælland,Right,2,CB,750.0,2
Zizo,Egypt,24,174,67,70,73,No Club,Right,1,RM,0.0,1
G. Dicker,Republic of Ireland,33,183,81,70,70,Kilmarnock,Right,1,CDM,800.0,1
M. Fofana,Mali,22,186,75,70,78,FC Metz,Right,1,CB,3000.0,1
D. Palacios,Ecuador,20,169,65,70,80,Los Angeles FC,Left,1,LWB,3000.0,1
C. Battocchio,Italy,28,169,64,70,70,Stade Brestois 29,Right,1,CAM,1000.0,1
K. Barbarouses,New Zealand,30,171,68,70,70,Sydney FC,Right,1,RW,1000.0,1
F. Viviani,Italy,28,180,75,70,71,SPAL,Right,1,CM,1000.0,1
D. Godoy,Paraguay,28,174,73,70,70,Millonarios FC,Left,1,LM,1000.0,1
F. Guerra,Ecuador,28,182,80,70,72,LDU Quito,Right,1,CB,1000.0,1
C. Højer,Denmark,25,184,80,70,75,Aarhus GF,Left,1,LM,2000.0,1
A. Mejía,Colombia,31,178,79,70,70,Club Libertad,Right,1,CDM,1000.0,1
Pedro Amaral,Portugal,22,178,72,70,78,Rio Ave FC,Left,1,LB,3000.0,1
T. Awoniyi,Nigeria,22,185,84,70,78,1. FC Union Berlin,Right,1,ST,3000.0,1
C. De Ketelaere,Belgium,19,192,74,70,82,Club Brugge KV,Left,1,LM,3000.0,1
Park Joo Ho,Korea Republic,33,175,71,70,70,Ulsan Hyundai FC,Left,1,LB,825.0,1
Y. Bodiger,France,25,188,80,70,75,Cádiz CF,Left,1,CDM,2000.0,1
Vinicius Trieiro,Brazil,28,177,73,70,70,Botafogo,Right,1,RB,1000.0,1
T. Torun,Turkey,30,176,72,70,70,Çaykur Rizespor,Right,1,RM,1000.0,1
A. Corzo,Peru,31,173,75,70,70,No Club,Right,1,RB,0.0,1
E. Koulouris,Greece,24,184,82,70,73,Toulouse Football Club,Right,1,ST,2000.0,1
L. Dickmann,Italy,23,177,70,70,77,SPAL,Right,1,RB,3000.0,1
Alberto Soro,Spain,21,173,63,70,83,Granada CF,Left,1,CAM,3000.0,1
F. Ayé,France,23,184,75,70,79,Brescia,Right,1,ST,3000.0,1
F. Calvo,Costa Rica,27,180,80,70,70,Chicago Fire,Left,1,CB,1000.0,1
M. Duffy,Republic of Ireland,25,179,75,70,71,Dundalk,Right,1,LM,1000.0,1
L. García,Mexico,27,183,90,70,74,Deportivo Toluca,Right,1,GK,1000.0,1
G. Toledo,Argentina,30,171,72,70,70,Atlético Tucumán,Right,1,RB,1000.0,1
Jailson Oliva,Brazil,28,171,65,70,70,Atlético Mineiro,Right,1,RB,1000.0,1
J. Pereira,Mexico,33,186,81,70,70,Club Necaxa,Right,1,CB,750.0,1
Jordi Mboula,Spain,21,183,74,70,80,RCD Mallorca,Right,1,RM,3000.0,1
S. van de Streek,Netherlands,27,180,74,70,70,FC Utrecht,Right,1,CAM,1000.0,1
Jorge Sáenz,Spain,23,192,75,70,80,RC Celta,Right,1,CB,3000.0,1
F. Miguel,France,23,179,70,70,77,Nîmes Olympique,Left,1,LWB,3000.0,1
K. Broll,Germany,24,186,77,70,76,SG Dynamo Dresden,Right,1,GK,2000.0,1
Y. Meriah,Tunisia,26,190,83,70,73,Çaykur Rizespor,Right,1,CB,1000.0,1
G. Mainero,Argentina,25,177,66,70,71,Vélez Sarsfield,Right,1,RM,1000.0,1
K. Letica,Croatia,23,201,96,70,76,Sampdoria,Right,1,GK,2000.0,1
G. Kagelmacher,Uruguay,32,183,76,70,70,Peñarol,Right,1,CB,1000.0,1
I. Mbenza,Belgium,24,187,77,70,75,Huddersfield Town,Right,1,RM,2000.0,1
J. Quiñones,Colombia,23,177,78,70,78,Tigres U.A.N.L.,Right,1,ST,3000.0,1
M. Herrera,Argentina,21,180,71,70,80,San Lorenzo de Almagro,Right,1,RWB,3000.0,1
S. García,Argentina,31,191,88,70,70,Unión La Calera,Left,2,CB,1000.0,2
J. Deminguet,France,22,178,74,70,79,Stade Malherbe Caen,Left,1,CM,3000.0,1
B. Saller,Germany,27,178,72,70,70,SSV Jahn Regensburg,Right,1,RB,1000.0,1
J. Moreno,Venezuela,26,174,73,70,73,DC United,Right,1,CDM,1000.0,1
S. Mosquera,Colombia,25,168,84,70,71,FC Dallas,Right,1,LM,1000.0,1
Paulolettinho,Brazil,24,181,80,70,70,Fortaleza,Right,1,RM,1000.0,1
S. Bguir,Tunisia,26,175,66,70,73,Abha Club,Left,1,CAM,2000.0,1
J. Fernández,Argentina,32,169,67,70,70,Central Córdoba,Left,1,LM,1000.0,1
Zheng Zheng,China PR,30,186,77,70,70,Shandong Luneng TaiShan FC,Left,1,LB,1000.0,1
S. de Jong,Netherlands,31,185,82,70,70,FC Cincinnati,Right,2,ST,1000.0,2
R. Fanni,France,38,186,81,70,70,Montreal Impact,Right,2,CB,275.0,2
Diogo Costa,Portugal,20,187,81,70,82,FC Porto,Right,1,GK,3000.0,1
A. Castro,Argentina,25,183,71,70,74,San Lorenzo de Almagro,Left,1,CAM,2000.0,1
S. Morsy,Egypt,28,173,75,70,70,Middlesbrough,Right,1,CDM,1000.0,1
Douglas Tanque,Brazil,26,188,84,70,72,FC Paços de Ferreira,Left,1,ST,2000.0,1
N. De Pauw,DR Congo,30,180,76,70,70,Royal Antwerp FC,Right,1,RM,1000.0,1
N. Laursen,Denmark,22,183,70,70,75,FC Emmen,Left,1,CAM,2000.0,1
V. Mannone,Italy,32,189,77,70,70,AS Monaco,Right,1,GK,800.0,1
Wang Shenchao,China PR,31,180,72,70,70,Shanghai SIPG FC,Right,1,RB,1000.0,1
A. Grünwald,Austria,31,188,84,70,70,FK Austria Wien,Left,1,CM,1000.0,1
J. Corona,United States,29,178,72,70,70,LA Galaxy,Right,1,CDM,1000.0,1
G. Mhango,Malawi,27,162,76,70,70,Orlando Pirates,Right,1,ST,1000.0,1
L. Venuti,Italy,25,176,66,70,75,Fiorentina,Right,1,RB,2000.0,1
J. Iglesias,Uruguay,31,171,69,70,70,Clermont Foot 63,Right,1,CDM,1000.0,1
Edardynho Neto,Brazil,24,173,70,70,70,Vasco da Gama,Right,1,ST,1000.0,1
G. Zusi,United States,33,178,73,70,70,Sporting Kansas City,Right,1,CM,825.0,1
R. Kurzawa,Poland,27,182,73,70,70,Amiens SC,Left,1,LM,1000.0,1
N. Ampomah,Ghana,24,175,68,70,74,Royal Antwerp FC,Right,1,RM,2000.0,1
S. Gentiletti,Argentina,35,182,77,70,70,Newell's Old Boys,Left,2,CB,425.0,2
B. Hrgota,Sweden,27,185,76,70,70,SpVgg Greuther Fürth,Left,1,ST,1000.0,1
Serey Dié,Ivory Coast,35,179,77,70,70,FC Sion,Right,2,CDM,450.0,2
A. Andrade,Colombia,31,177,71,70,70,Atlético Nacional,Right,1,LM,1000.0,1
M. Pittón,Argentina,25,181,70,70,73,Vélez Sarsfield,Right,1,CDM,2000.0,1
F. Troyansky,Argentina,23,178,77,70,77,Unión de Santa Fe,Left,1,ST,3000.0,1
L. Blessing,Ghana,23,165,64,70,73,Los Angeles FC,Right,1,CAM,2000.0,1
H. Arslan,Turkey,31,186,76,70,70,Sivasspor,Right,1,CDM,1000.0,1
Sergio Tejera,Spain,30,180,75,70,70,Real Oviedo,Left,1,CDM,1000.0,1
J. Bidwell,England,27,183,80,70,71,Swansea City,Left,1,LWB,1000.0,1
U. Saltnes,Norway,27,187,78,70,71,FK Bodø/Glimt,Right,1,CM,1000.0,1
T. Ince,England,28,178,66,70,70,Stoke City,Left,1,RW,1000.0,1
Suk Hyun Jun,Korea Republic,29,190,82,70,70,ESTAC Troyes,Right,2,ST,1000.0,2
M. de Leeuw,Netherlands,33,178,67,70,70,FC Emmen,Right,1,ST,1000.0,1
K. Noborizato,Japan,29,168,68,70,70,Kawasaki Frontale,Left,1,LB,1000.0,1
R. Martínez,Argentina,37,184,81,70,70,Club Atlético Tigre,Right,1,CAM,500.0,1
Dani Ramírez,Spain,28,175,70,70,70,Lech Poznań,Left,1,CAM,1000.0,1
A. Paločević,Serbia,26,180,70,70,71,Pohang Steelers,Right,1,CAM,1000.0,1
Kim Min Woo,Korea Republic,30,174,66,70,70,Suwon Samsung Bluewings,Left,1,LM,1000.0,1
B. Mansilla,Argentina,23,180,80,70,78,Farense,Left,1,LM,3000.0,1
Fran Villalba,Spain,22,168,65,70,80,UD Almería,Right,1,CAM,3000.0,1
De Frutos,Spain,23,176,71,70,79,Levante UD,Right,1,RM,3000.0,1
L. Ayala,Ecuador,26,170,76,70,71,LDU Quito,Left,1,LB,1000.0,1
L. Taylor,Montserrat,30,188,79,70,70,Nottingham Forest,Right,1,ST,1000.0,1
H. Dean,England,28,191,75,70,70,Birmingham City,Right,1,CB,1000.0,1
